"","AU","TI","Screen1_Assessed","Screen1_MissingDetails","Screen1_GoldStar","Screen1_Reject","Screen1_RejectNOTEntreP","Screen1_VaguelyRelevent","Screen1_Women","Screen1_EntreP","Screen1_EAfrica","Screen1_Example","Screen1_Notes"
"205","Chamboko R","Digital financial services adoption: a retrospective time-to-event analysis approach",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"206","Chamboko R;Cull R;Gine X;Heitmann S;Reitzug F;Van Der Westhuizen M","The role of gender in agent banking: evidence from the democratic republic of congo",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"207","Chandrasekaran R;Sharma P;Moustakas E","Exploring disparities in healthcare wearable use among cardiovascular patients: findings from a national survey",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"208","Chantry Cj;Young Sl;Rennie W;Ngonyani M;Mashio C;Israel-Ballard K;Peerson J;Nyambo M;Matee M;Ash D;Dewey K;Koniz-Booher P","Feasibility of using flash-heated breastmilk as an infant feeding option for hiv-exposed, uninfected infants after 6 months of age in urban tanzania",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"209","Charles M","Gender attitudes in africa: liberal egalitarianism across 34 countries",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"210","Chatterjee A","Digital finance: a developing country perspective with special focus on gender and regional disparity",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"211","Chauruka M;Duker A;Prasad P;Van Der V;Zaag P","Endogenous irrigation in arid zimbabwe: farmer perceptions of livelihood benefits and barriers to scaling",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"212","Chekol F","Determinants of engagement of rural women in non-farm economic activities in rural ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"213","Chemutai A;Owenda B;Munywoki D;Gichuhi;Gertrude G;Mathii P;Kweyu E;Sevillla J","Implementation of the kenya innovation bridge using recommender systems",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"214","Cherewick M;Lebu S;Su C;Dahl Re","An intervention to enhance social, emotional, and identity learning for very young adolescents and support gender equity: protocol for a pragmatic randomized controlled trial",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"215","Chersich Mf;Rees Hv","Vulnerability of women in southern africa to infection with hiv: biological determinants and priority health sector interventions",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"216","Chib A;Wilkin H;Hoefman B","Vulnerabilities in mhealth implementation: a ugandan hiv/aids sms campaign",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"217","Chicombo Aff;Musango Jk","Urban households energy transition pathways: a gendered perspective regarding mozambique",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"218","Chidawanyika F;Muriithi B;Niassy S;Ouya;Fredrick O. Fo;Pittchar Jo;Kassie M;Khan Z;R. R","Sustainable intensification of vegetable production using the cereal `push-pull technology': benefits and one health implications",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"219","Chikalipah S","Credit risk in microfinance industry: evidence from sub-saharan africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"220","Chipunza Kj;Fanta A","Quality financial inclusion and its determinants in south africa: evidence from survey data",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"221","Chirgwin H;Cairncross S;Zehra D;Waddington;Hugh Sharma Hs","Interventions promoting uptake of water, sanitation and hygiene (wash) technologies in low- and middle-income countries: an evidence and gap map of effectiveness studies",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"222","Chirikure S","Metals in society - iron production and its position in iron age communities of southern africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"223","Chisika Sn;Yeom C","Voluntary national reviews on implementation of sustainable development goals: key lessons from east african member states",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"224","Choi Yh","Counterspaces as sites of fostering and amplifying community college latinas' resistance narratives in stem",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"225","Choko At;Kumwenda Mk;Johnson C;Case C;Sakala Dw;Chikalipo Mc;Fielding K;Chikovore J;Desmond N;Corbett El","Acceptability of woman-delivered hiv self-testing to the male partner, and additional interventions: a qualitative study of antenatal care participants in malawi",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"226","Choruma Dj;Dirwai Tl;Mutenje;Munyaradzi Junia Mj;Mustafa M;Chimonyo Vg;Petrova P;Jacobs-Mata I;Mabhaudhi T","Digitalisation in agriculture: a scoping review of technologies in practice, challenges, and opportunities for smallholder farmers in sub-saharan africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"227","Chowdhury Ah;Van Mele P;Hauser M","Contribution of farmer-to-farmer video to capital assets building: evidence from bangladesh",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"228","Christiaensen L;Maertens M","Rural employment in africa: trends and challenges",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"229","Chudinovskikh M;Tonkikh N","Telewo rk in brics: legal, gender and cultural aspects",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"230","Cicchiello Af;Kazemikhasragh A;Fellegara Am;Monferra S","Gender disparity effect among financially included (and excluded) women in the middle east and north africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"231","Ciesielkewicz M;Nocito Munoz G;Herrero Pou Y","The impact and the benefits of the service-learning methodology for the higher education teaching personnel",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"232","Clarke-Deelder E;Rokicki S;Mcgovern Me;Birabwa C;Cohen Jl;Waiswa P;Abbo;Catherine C","Levels of depression, anxiety, and psychological distress among ugandan adults during the first wave of the covid-19 pandemic: cross-sectional evidence from a mobile phone-based population survey",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"233","Clay N;Yurco K","Beyond the `gender gap' in agriculture: africa's green revolution and gendered rural transformation in rwanda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"234","Clouston Sap;Yukich J;Anglewicz P","Social inequalities in malaria knowledge, prevention and prevalence among children under 5 years old and women aged 15-49 in madagascar",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"235","Cock J;Prager S;Meinke H;Echeverria R","Labour productivity: the forgotten yield gap",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"236","Coggins S;Mccampbell M;Sharma A;Sharma;Rama R;Haefele Sm;Karki E;Hetherington J;Smith J;Brown B","How have smallholder farmers used digital extension tools? Developer and user voices from sub-saharan africa, south asia and southeast asia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"237","Cohen Ms;Mcintyre K;Semujju B;Ireri;Kioko K;Munyarukumbuzi E","Demographic differences in digital news literacy in east africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"238","Collins A;Bseiso A;Whitney W;Mehta K","Mainstreaming gender equity for agriculture ventures: a case study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"239","Conceicao P;Levine S;Lipton M;Warren-Rodriguez A","Toward a food secure future: ensuring food security for sustainable human development in sub-saharan africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"240","Copland Jw;Alders Rg","The australian village poultry development programme in asia and africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"241","Coppock Dl;Desta S;Tezera S;Gebru;Getachew G","Capacity building helps pastoral women transform impoverished communities in ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"242","Coppock Dl;Fernandez-Gimenez M;Hiernaux P;Huber-Sannwald E;Schloeder C;Valdivia C;Tulio Arredondo J;Jacobs M;Turin C;Turner M","Rangeland systems in developing nations: conceptual advances and societal implications",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"243","Corsbie-Massay Clp;Wheatly Mg","The role of media professionals in perpetuating and disrupting stereotypes of women in science, technology, engineering and math (stem) fields",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"244","Court To;Agu Ao","Human capital diversity and performance consequences: a firm level analysis of sub-saharan africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"245","Cox Aj;Sseguya H","Ict supported extension services in conservation agriculture information access for small holder farmers in laikipia county, kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"246","Creech H;Paas L;Gabriel Hg;Voora;Vivek V;Hybsier C;Marquard H","Small-scale social-environmental enterprises in the green economy: supporting grassroots innovation",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"247","Crittenden Vl;Crittenden Wf;Ajjan H","Empowering women micro-entrepreneurs in emerging economies: the role of information communications technology",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"248","Cromer Fb","Transformative radical self-care by women in african and pan-african spiritual traditions: divine power of joy, lemonade self-care, self-love holiday",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"249","Cronin Mr;Alonzo Sh;Adamczak Sk;Baker Dn;Beltran Rs;Borker Al;Favilla Ab;Gatins R;Goetz Lc;Hack N;Harencar Jg;Howard Ea;Kustra Mc;Maguina R;Martinez-Estevez L;Mehta Rs;Parker Im;Reid K;Roberts Mb;Shirazi;Sabrina B. Sb;Tatom-Naecker Tam;Voss Km;Willis-Norton E;Vadakan B;Valenzuela-Toro Am;Zavaleta Es","Anti-racist interventions to transform ecology, evolution and conservation biology departments",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"250","D'angelo S","Building resilience now and for the future: adolescent skills to address global challenges",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"251","Dad F;Dibari F;Kebede A;Lefu E;Ndumiyana T;Butaumocho B","Digitalisation in the wfp fresh food voucher programme: a pilot study from rural amhara region, ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"252","Dagher L;Nedunchezhian S;El Hajjar Ah;Zhang Y;Deffer O;Russell A;Pottle;Christopher C;Marrouche N","A cardiovascular clinic patients' survey to assess challenges and opportunities of digital health adoption during the covid-19 pandemic",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"253","Damoah Obo","Entrepreneurship and internationalisation: to what extent do the perceptions of male and female entrepreneurs differ on success factors",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"254","Dassanayake W;Mohapatra S;Luckert Mk;Adamowicz W","Households' responses to climate change: contingent behavior evidence from rural south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"255","Dasuki Si;Zamani Ed","Assessing mobile phone use by pregnant women in nigeria: a capability perspective",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"256","Dauda Ab;Romano N;Chen Ww;Natrah I;Kamarudin Ms","Differences in feeding habits influence the growth performance and feeding efficiencies of african catfish (<i>clarias gariepinus</i>) and lemon fin barb hybrid (<i>hypsibarbus wetmorei</i> ♂ x <i>barboides gonionotus</i> ♀) in a glycerol-based biofloc technology system versus a recirculating system",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"257","De Los Santos M;Elva Chavez N;Navarrete A;Martinez Pinto C;Elena Gonzalez L;Telles T;Savage S","La independiente: designing ai ubiquitous systems for latin american and caribbean women crowdworkers",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"258","De Necker M;De Beer Jc;Stander Mp;Connell Cd;Mwai D","Economic and public health impact of decentralized hiv viral load testing: a modelling study in kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"259","De Oliveira Neto Jd;Pete J;Daryono D;Cartmill;Tess T","Oer use in the global south: a baseline survey of higher education instructors",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"260","Decker Mr;Wood Sn;Thiongo M;Byrne;Meagan E. Me;Devoto B;Morgan R;Bevilacqua;Kristin K;Williams A;Stuart Hc;Wamue-Ngare;Grace G;Heise L;Glass N;Anglewicz P;Gummerson E;Gichangi P","Gendered health, economic, social and safety impact of covid-19 on adolescents and young adults in nairobi, kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"261","Degefa H;Tenaye A;Hagos F;Haileslassie A","Technical and allocative efficiency of crop production using different storage and water-lifting technologies in central rift valley, ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"262","Degrande A","Farmer assessment and economic evaluation of shrub fallows in the humid lowlands of cameroon",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"263","Deininger K;Goyal A","Land policies and institutions for equitable and resilient growth in africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"264","Dela Cruz Na;Villanueva Acb;Tolin;Lovely Ann La;Disse S;Lensink R;White H","Protocol: effects of interventions to improve access to financial services for micro-, small- and medium-sized enterprises in low- and middle-income countries: an evidence and gap map",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"265","Demir N;Tsakiri M;Vergos G;Ozdemir-Akyildirim O;Hloupis G","Capacity building in earth observation education for digital economy adaptation in jordan and algeria",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"266","Demissie S;Abebe A","Gender and rural livelihood in the lake tana basin",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"267","Denkyirah Ek;Okoffo Ed;Adu Dt;Bosompem Oa","What are the drivers of cocoa farmers' choice of climate change adaptation strategies in ghana?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"268","Deshmukh Ms;Gebre Aa;Patil Dr","Determinants of smallholder wheat commercialization in lemo district of hadiya zone, ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"269","Devault Da;Maguet H;Merle S;Pene-Annette A;Levi Y","Wastewater-based epidemiology in low human development index states: bias in consumption monitoring of illicit drugs",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"270","Devries Km;Allen E;Child Jc;Walakira E;Parkes J;Elbourne D;Watts;Charlotte C;Naker D","The good schools toolkit to prevent violence against children in ugandan primary schools: study protocol for a cluster randomised controlled trial",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"271","Dhakal A;Cockfield G;Maraseni Tn","Deriving an index of adoption rate and assessing factors affecting adoption of an agroforestry-based farming system in dhanusha district, nepal",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"272","Dianda I;Ouedraogo I;Sawadogo H","Inclusive human development effect of financial inclusion in sub-saharan africa: a gender perspective",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"273","Dietrich Jj;Otwombe K;Pakhomova Te;Horvath Kj;Hornschuh S;Hlongwane K;Closson K;Mulaudzi M;Smith P;Beksinska M;Gray Ge;Brockman M;Smit J;Kaida A;Ayazazi Team Ayazazit","High cellphone use associated with greater risk of depression among young women aged 15-24 years in soweto and durban, south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"274","Diiro Gm;Fisher M;Kassie M;Muriithi;Beatrice W. Bw;Muricho G","How does adoption of labor saving agricultural technologies affect intrahousehold resource allocations? The case of push-pull technology in western kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"275","Diiro Gm;Kassie M;Muriithi Bw;Gathogo Ng;Kidoido M;Marubu R;Bwire B;Ochola J;Mutero Cm","Are individuals willing to pay for community-based eco-friendly malaria vector control strategies? A case of mosquito larviciding using plant-based biopesticides in kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"276","Diop S;Asongu Sa","Information and communication technologies as catalyst for the achievement of sustainable development goals at the local level in africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"277","Dixon Sl;Isaac Mk","No one-size-fits-all: critical narrative intervention and archeology of self as anti-racist and anti-colonial practices in body-focused repetitive behaviors",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"278","Djahini-Afawoubo Dm;Couchoro Mk;Atchi;Fambari Kokou Fk","Does mobile money contribute to reducing multidimensional poverty?",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,""
"279","Djurfeldt Aa;Djurfeldt G;Lodin J;Bergman B","Geography of gender gaps: regional patterns of income and farm-nonfarm interaction among male- and female-headed households in eight african countries",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"280","Djurfeldt Aa;Djurfeldt G;Sarpong Db","Community, cohesion and context: agrarian development and religion in eastern region, ghana",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"281","Dlodlo N","Access to ict education for girls and women in rural south africa: a case study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"282","Domosh M","Genealogies of race, gender, and place",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"283","Dorfleitner G;Quynh Anh Nguyen Qan","Mobile money for women's economic empowerment: the mediating role of financial management practices",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,""
"284","Doss Cr","Designing agricultural technology for african women farmers: lessons from 25 years of experience",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"285","Dossou-Yovo Er;Arouna A;Benfica R;Mujawamariya G;Yossa R","A participatory framework for prioritizing climate-smart agriculture innovations in rice-based systems: a case study of mali",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"286","Douglas A","Mobile business travel application usage are south african men really from mars and women from venus?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"287","Dowsett L;Porras Ar;Kruszka P;Davis;Brandon B;Hu T;Honey E;Badoe E;Thong;Meow-Keong Mk;Leon E;Girisha Km;Shukla A;Nayak Ss;Shotelersuk V;Megarbane A;Phadke S;Sirisena Nd;Dissanayake Vhw;Ferreira Cr;Kisling Ms;Tanpaiboon P;Uwineza A;Mutesa L;Tekendo-Ngongang C;Wonkam A;Fieggen K;Batista Lc;Moretti-Ferreira D;Stevenson Re;Prijoles Ej;Everman D;Clarkson K;Worthington J;Kimonis V;Hisama F;Crowe C;Wong P;Johnson K;Clark Rd;Bird L;Masser-Frye;Diane D;Mcdonald M;Willems P;Roeder E;Saitta S;Anyane-Yeoba K;Demmer L;Hamajima;Naoki N;Stark Z;Gillies G;Hudgins L;Dave U;Shalev S;Siu V;Ades A;Dubbs;Holly H;Raible S;Kaur M;Salzano E;Jackson L;Deardorff M;Kline A;Summar;Marshall M;Muenke M;Linguraru Mg;Krantz;Ian D. Id","Cornelia de lange syndrome in diverse populations",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
